title_pt;title_en;year;rating;genre;sinopse;sinopse_enriched;Cluster
Up: Altas Aventuras;Up;2009;8.3;Animação;Carl Fredricksen, de 78 anos, viaja a Paraside Falls com sua casa e inadvertidamente leva um menino com ele.;Aos 78 anos, Carl Fredricksen, um viúvo solitário, decide realizar o sonho de uma vida ao viajar para as deslumbrantes Paradise Falls, levando consigo sua casa flutuante. Mas, em uma reviravolta inesperada, ele se vê acompanhado por um garoto inocente, que o força a enfrentar suas lembranças e seus medos mais profundos. Juntos, eles embarcam em uma aventura repleta de desafios e descobertas, onde laços inesperados florescem e o verdadeiro significado de amizade é revelado. Prepare-se para uma jornada emocionante que vai aquecer seu coração e elevar seu espírito!;1
O Sol é para Todos;To Kill a Mockingbird;1962;8.3;Policial;Atticus Finch, um advogado no sul da era da Depressão, defende um homem negro contra uma acusação de estupro imerecida, e seus filhos contra o preconceito.;Em um sul atormentado pela desigualdade da era da Depressão, Atticus Finch, um corajoso advogado, erguese como a última linha de defesa de um homem negro injustamente acusado de um crime hediondo. Enquanto a injustiça se espalha como fogo, ele luta não apenas pela verdade, mas também para proteger seus filhos da sombra opressora do preconceito. Em meio a um cenário de tensão e desespero, ele desafia a sociedade e inspira esperança em um futuro mais justo. Prepare-se para uma jornada emocional que questiona as fundações da moralidade e da coragem.;2
Golpe de Mestre;The Sting;1973;8.3;Comédia;Dois golpistas se reúnem para obter o melhor golpe.;Em um mundo onde a confiança é um luxo e cada sorriso pode esconder uma traição, dois mestres da enganação unem forças em uma busca implacável pelo golpe perfeito. À medida que suas ambições se entrelaçam, a linha entre amizade e rivalidade se torna cada vez mais tênue. Prepare-se para uma jornada de astúcia, onde cada movimento é uma jogada de xadrez e o destino de suas vidas está em jogo. Quem sairá vencedor quando a verdade finalmente vier à tona?;1
A Separação;A Separation;2011;8.3;Drama;Um casal é confrontado com uma decisão difícil, melhorar a vida de seu filho mudando-se para outro país ou ficar no Irã e cuidar de um pai que se deteriora e com Alzheimer.;Em meio ao tumulto emocional de um amor que desafia fronteiras, um casal se vê diante de uma escolha devastadora: partir para um novo mundo em busca de um futuro melhor para o filho ou permanecer em sua terra natal, enfrentando a dolorosa realidade da saúde de um pai que se esvai na neblina do Alzheimer. Enquanto o tempo se esgota, eles devem pesar o peso do dever familiar contra a esperança de um amanhã radiante. O que você faria quando cada opção traz consigo sorrisos e lágrimas? Prepare-se para uma jornada intensa sobre amor, sacrifício e a luta por um legado.;1
Indiana Jones e a Última Cruzada;Indiana Jones and the Last Crusade;1989;8.2;Ação;"Em 1938, depois que seu pai, o professor Henry Jones, desaparece enquanto persegue o Santo Graal, o professor Henry ""Indiana"" Jones, Jr. se encontra contra os nazistas de Adolf Hitler.";"Em 1938, a busca pelo Santo Graal se transforma em uma corrida mortal quando o professor Henry ""Indiana"" Jones, Jr. se vê imerso em uma trama sombria após o misterioso desaparecimento de seu pai, o renomado professor Henry Jones. Forçado a confrontar os temidos nazistas de Adolf Hitler, Indiana deve desvendar segredos antigos e lutar contra forças malignas que ameaçam não apenas sua família, mas o destino do mundo. Prepare-se para uma aventura épica onde cada passo o leva mais perto da verdade e mais longe da segurança. A coragem e a astúcia de Indiana estarão à prova, enquanto ele busca não apenas o Graal, mas a redenção em meio ao caos.";4
Metrópolis;Metropolis;1927;8.3;Drama;Numa cidade futurística dividida entre os trabalhadores e os planejadores, o filho do maior planejador se apaixona por uma trabalhadora.;Em uma metrópole futurística, onde os sonhos são moldados por planejadores e os destinos são traçados por trabalhadores, um amor proibido floresce nas sombras da divisão. O filho do mais poderoso arquiteto do futuro se vê irresistivelmente atraído por uma destemida trabalhadora, desafiando as barreiras que os separam. Em meio a conspirações e intrigas, eles lutarão contra um sistema que busca separá-los, provando que o amor pode ser a verdadeira revolução. Prepare-se para uma jornada intensa, onde cada escolha pode mudar o destino de suas vidas para sempre.;1
Duro de Matar;Die Hard;1988;8.2;Ação;John McClane, agente do departamento de polícia de Nova York, tenta salvar sua esposa, Holly Gennaro, e outras pessoas que o terrorista alemão Hans Gruber tomou como reféns durante a festa de Natal no Nakatomi Plaza, em Los Angeles.;Em uma noite de Natal que deveria ser de celebração, o destemido John McClane, um agente da polícia de Nova York, se vê diante de um desafio mortal. Com sua esposa, Holly Gennaro, e dezenas de inocentes sendo mantidos como reféns por um astuto terrorista alemão, Hans Gruber, a contagem regressiva para a sobrevivência começa. Em uma luta desesperada contra o tempo e o terror, McClane se torna a última esperança para libertar os reféns e desmantelar os planos malignos. Prepare-se para uma jornada de ação intensa e adrenalina, onde apenas a bravura e a astúcia podem triunfar sobre o caos da crueldade.;4
Los Angeles: Cidade Proibida;L.A. Confidential;1997;8.2;Policial;A corrupção cresce em Los Angeles nos anos 50. Três policiais estão investigando uma série de assassinatos com sua própria marca de justiça.;Nos anos 50, Los Angeles mergulha nas sombras da corrupção, onde o crime e a impunidade dançam em uma sinfonia macabra. Três policiais, armados com coragem e uma moralidade questionável, se lançam em uma investigação brutal sobre uma série de assassinatos que abalam a cidade. Enquanto a linha entre o certo e o errado se torna cada vez mais tênue, eles devem confrontar não apenas os monstros que caçam, mas também os demônios que habitam dentro deles. Prepare-se para uma jornada de tensão e traição, onde a verdadeira justiça pode ter um preço fatal.;2
Ladrões de Bicicletas;Bicycle Thieves;1948;8.3;Drama;Na Itália da pós-guerra a bicicleta de um homem da classe trabalhadora é roubada. Ele e o filho partiram para encontrá-la.;Na Itália devastada pela guerra, um humilde operário vê sua esperança desmoronar quando sua bicicleta, símbolo de sua dignidade, é cruelmente roubada. Junto de seu pequeno filho, ele embarca em uma jornada repleta de desafios e descobertas, onde o amor paternal se entrelaça com a luta pela sobrevivência. Cada passo os aproxima da bicicleta perdida, mas também revela as duras realidades de um mundo em ruínas. Em meio à adversidade, pai e filho aprendem que a verdadeira riqueza reside na união e na esperança.;1
Snatch: Porcos e Diamantes;Snatch;2000;8.2;Comédia;Segue a luta de criminais tráis um diamante como nenhum outro nu mundo.;Em um mundo onde a ambição e a traição se entrelaçam, um grupo de criminosos implacáveis se lança em uma frenética busca por um diamante que brilha com um poder inigualável. À medida que os segredos e as alianças se desmoronam, cada passo os aproxima não apenas do tesouro, mas também da própria destruição. Prepare-se para uma jornada repleta de ação, onde a ganância pode ser a última coisa que eles vêem. Quem sairá vitorioso quando o brilho do diamante revelar o lado mais sombrio da natureza humana?;1
Como Estrelas na Terra;Like Stars on Earth;2007;8.3;Drama;Um garoto de oito anos é acusado de ser problemático e preguiçoso, até que o novo professor de arte tem a paciência e compaixão para descobrir o verdadeiro problema por trás de suas lutas na escola.;"Em um mundo onde as vozes das crianças são muitas vezes ignoradas, um garoto de oito anos luta contra a sombra do rótulo de ""problemático e preguiçoso"". Mas quando um novo professor de arte entra em sua vida, a paciência e a compaixão se tornam as chaves para desvendar os segredos que se escondem por trás de suas dificuldades. Juntos, eles embarcam em uma jornada transformadora, onde cada pincelada revela não apenas a dor, mas a esperança de um futuro brilhante. Prepare-se para testemunhar a força da empatia que pode mudar destinos.";0
Taxi Driver: Motorista de Táxi;Taxi Driver;1976;8.2;Policial;Um veterano de guerra com problemas mentais trabalha de noite como condutor de táxi na cidade de Nova Iorque, onde experimenta violência e perigo ao tentar ajudar um trabalhador e uma prostituta.;Em meio às luzes cintilantes da cidade que nunca dorme, um veterano de guerra atormentado pela sombra de seus próprios demônios se torna um condutor de táxi à noite. Envolto em uma espiral de violência e perigo, ele se vê em uma luta desesperada para salvar um trabalhador e uma prostituta, perdidos em um mundo sem esperança. À medida que a noite avança, as linhas entre a salvação e a destruição se confundem, e ele deve confrontar seus traumas mais profundos. Esta é uma jornada angustiante pela redenção em uma metrópole implacável.;2
1917;1917;2019;8.2;Ação;Trama desconhecida. O filme será de 1917 durante a primeira guerra mundial.;Em meio ao caos e à devastação da Primeira Guerra Mundial, em 1917, um grupo de soldados enfrenta o abismo da incerteza e a luta pela sobrevivência. Com o destino de milhares em suas mãos, eles devem atravessar terrenos hostis e desbravar segredos obscuros que podem mudar o curso da história. A coragem será testada e a lealdade, desafiada, enquanto cada passo revela o verdadeiro custo do heroísmo. Prepare-se para uma jornada épica, onde a esperança e a desolação dançam em um balé mortal.;4
A Queda! As Últimas Horas de Hitler;Downfall;2004;8.2;Biografia;O último secretário de Hitler relata seus últimos dias em seu bunker de Berlim no final da Segunda Guerra Mundial.;Em meio ao crepúsculo da Segunda Guerra Mundial, o último secretário de Hitler emerge das sombras do bunker de Berlim, onde os ecos da destruição ressoam a cada instante. Enquanto os muros se fecham e a esperança se desvanece, ele testemunha a decadência de um regime, lutando para preservar memórias que podem ser perdidas para sempre. O desespero e a traição permeiam o ar, revelando a fragilidade da humanidade em seus momentos mais sombrios. Prepare-se para uma jornada intensa através do colapso de um império e a luta pela sobrevivência em tempos de caos.;4
Dangal;Dangal;2016;8.3;Ação;O lutador Mahavir e suas filhas lutadoras procuram a gloria contra a opressão social nos jogos do Commonwealth.;No coração da opressão social, um pai determinado, Mahavir, e suas destemidas filhas lutadoras se lançam em uma jornada épica rumo à glória nos Jogos do Commonwealth. Em meio a desafios implacáveis e adversidades intransigentes, eles desafiam não apenas seus oponentes, mas também as correntes que os prendem. A luta pela vitória se torna um símbolo de resistência, onde cada golpe é uma declaração de fé e coragem. Prepare-se para testemunhar uma história de superação e triunfo que ecoará por gerações.;1
